Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,HE_01_CHCl3,HE_02_CHCl3,HE_03_CHCl3,HE_04_CHCl3,HE_05_CHCl3,HE_06_CHCl3,HE_07_CHCl3,HE_08_CHCl3,HE_09_CHCl3,HE_10_CHCl3,HE_11_CHCl3,HE_12_CHCl3,HE_13_CHCl3,HE_14_CHCl3,HE_15_CHCl3
105.626226,0,0,0,0,0,0,0,0,,None,106.63350246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058781.8
105.712111,0,0,0,0,0,0,0,0,,None,106.71938746688,0,0,0,0,0,0,0,0,0,0,0,0,0,1061273.3,0,0,0
105.750744,0,0,0,0,0,0,0,0,,None,106.75802046688,0,0,0,0,0,0,0,0,0,0,1113156.9,0,0,0,0,0,0
105.829374,0,0,0,0,0,0,0,0,,None,106.83665046688,0,0,0,0,0,0,0,0,0,0,0,0,1078583.8,0,0,0,0
106.102173666667,0,0,0,0,0,0,0,0,,None,107.109450133547,0,0,0,0,0,0,1417289.8,0,1547056.3,0,0,0,0,0,1294273.3,0,0
106.102283,0,0,0,0,0,0,0,0,,None,107.10955946688,0,0,0,0,0,1090246.4,0,0,0,0,0,0,0,0,0,0,0
106.131598,0,0,0,0,0,0,0,0,,None,107.13887446688,0,0,0,0,0,0,1029834.1,0,0,0,0,0,0,0,0,0,0
106.192111,0,0,0,0,0,0,0,0,,None,107.19938746688,0,0,0,0,0,0,0,0,0,0,1060498.3,0,0,0,0,0,0
106.263632,0,0,0,0,0,0,0,0,,None,107.27090846688,0,0,0,0,0,0,0,1064816.5,0,0,0,0,0,0,0,0,0
106.27406,0,0,0,0,0,0,0,0,,None,107.28133646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026565
106.478298,0,0,0,0,0,0,0,0,,None,107.48557446688,0,0,0,0,0,0,1140348.3,0,0,0,0,0,0,0,0,0,0
106.527477,0,0,0,0,0,0,0,0,,None,107.53475346688,0,0,0,1048253.6,0,0,0,0,0,0,0,0,0,0,0,0,0
106.573344,0,0,0,0,0,0,0,0,,None,107.58062046688,0,0,0,0,1094453.9,0,0,0,0,0,0,0,0,0,0,0,0
106.703917,0,0,0,0,0,0,0,0,,None,107.71119346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178579.1,0,0
106.841765,0,0,0,0,0,0,0,0,,None,107.84904146688,0,0,1147063.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.903482,0,0,0,0,0,0,0,0,,None,107.91075846688,0,0,0,0,0,0,0,0,0,0,0,0,1098370.1,0,0,0,0
107.039013,0,0,0,0,0,0,0,0,,None,108.04628946688,0,0,0,0,0,0,0,1142385.3,0,0,0,0,0,0,0,0,0
107.098302,0,0,0,0,0,0,0,0,,None,108.10557846688,0,0,0,0,0,0,0,0,0,1030606.9,0,0,0,0,0,0,0
107.141638,0,0,0,0,0,0,0,0,,None,108.14891446688,0,0,0,0,0,0,1110486,0,0,0,0,0,0,0,0,0,0
107.163283,0,0,0,0,0,0,0,0,,None,108.17055946688,0,0,0,0,0,0,0,0,0,0,0,1048645.6,0,0,0,0,0
107.171611,0,0,0,0,0,0,0,0,,None,108.17888746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028031.4
107.235839,0,0,0,0,0,0,0,0,,None,108.24311546688,0,0,0,1024538.1,0,0,0,0,0,0,0,0,0,0,0,0,0
107.257946,0,0,0,0,0,0,0,0,,None,108.26522246688,0,0,0,0,0,0,0,0,1155302.4,0,0,0,0,0,0,0,0
107.315365,0,0,0,0,0,0,0,0,,None,108.32264146688,0,0,0,0,0,0,1045352.1,0,0,0,0,0,0,0,0,0,0
107.348035,0,0,0,0,0,0,0,0,,None,108.35531146688,0,0,1037931.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.397035,0,0,0,0,0,0,0,0,,None,108.40431146688,0,0,0,0,0,0,0,0,0,0,0,0,1029498,0,0,0,0
107.445816,0,0,0,0,0,0,0,0,,None,108.45309246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070875.5
107.506652,0,0,0,0,0,0,0,0,,None,108.51392846688,0,0,0,0,0,0,0,0,0,0,0,0,1066460.8,0,0,0,0
107.5386,0,0,0,0,0,0,0,0,,None,108.54587646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035645.1,0
107.598299,0,0,0,0,0,0,0,0,,None,108.60557546688,0,0,1085630.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.627783,0,0,0,0,0,0,0,0,,None,108.63505946688,0,0,0,0,0,0,0,0,0,1064456.4,0,0,0,0,0,0,0
107.63559,0,0,0,0,0,0,0,0,,None,108.64286646688,0,0,1147562.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.639,0,0,0,0,0,0,0,0,,None,108.64627646688,0,0,0,0,0,0,0,0,1039855.3,0,0,0,0,0,0,0,0
107.741687,0,0,0,0,0,0,0,0,,None,108.74896346688,0,0,0,0,0,0,0,0,0,0,0,0,0,3587925.5,0,0,0
107.74307,0,0,0,0,0,0,0,0,,None,108.75034646688,0,0,0,0,0,0,0,0,0,0,0,0,0,2137429.3,0,0,0
107.776598,0,0,0,0,0,0,0,0,,None,108.78387446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112540.5
107.778531,0,0,0,0,0,0,0,0,,None,108.78580746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031508.9,0
107.84322,0,0,0,0,0,0,0,0,,None,108.85049646688,0,0,0,0,0,0,0,1059489.3,0,0,0,0,0,0,0,0,0
107.868125,0,0,0,0,0,0,0,0,,None,108.87540146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046430.9,0
107.909524,0,0,0,0,0,0,0,0,,None,108.91680046688,0,0,0,0,0,0,0,0,0,0,1084786.8,0,0,0,0,0,0
107.958067,0,0,0,0,0,0,0,0,,None,108.96534346688,0,0,0,0,1030690.7,0,0,0,0,0,0,0,0,0,0,0,0
108.03488,0,0,0,0,0,0,0,0,,None,109.04215646688,0,0,0,0,0,0,0,0,0,0,0,0,0,1120071.1,0,0,0
108.038424,0,0,0,0,0,0,0,0,,None,109.04570046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039361.4
108.076215,0,0,0,0,0,0,0,0,,None,109.08349146688,0,0,0,0,0,0,0,0,0,0,0,0,0,1079698.8,0,0,0
108.077781,0,0,0,0,0,0,0,0,,None,109.08505746688,0,0,0,0,0,0,1052232.3,0,0,0,0,0,0,0,0,0,0
108.11985,0,0,0,0,0,0,0,0,,None,109.12712646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072237.1,0
108.12352,0,0,0,0,0,0,0,0,,None,109.13079646688,0,0,1027847.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.1426025,0,0,0,0,0,0,0,0,,None,109.14987896688,0,0,0,0,0,0,1624992.5,0,0,0,0,0,0,0,1972685.1,0,0
108.142911,0,0,0,0,0,0,0,0,,None,109.15018746688,0,0,0,1529963.1,0,0,0,0,0,0,0,0,0,0,0,0,0
108.197326,0,0,0,0,0,0,0,0,,None,109.20460246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087094,0,0
108.243337,0,0,0,0,0,0,0,0,,None,109.25061346688,0,0,0,0,0,0,0,1032010.5,0,0,0,0,0,0,0,0,0
108.265886,0,0,0,0,0,0,0,0,,None,109.27316246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148424.5
108.298014,0,0,0,0,0,0,0,0,,None,109.30529046688,0,0,0,0,0,1033350.3,0,0,0,0,0,0,0,0,0,0,0
108.316001,0,0,0,0,0,0,0,0,,None,109.32327746688,0,0,0,1025135.1,0,0,0,0,0,0,0,0,0,0,0,0,0
108.342978,0,0,0,0,0,0,0,0,,None,109.35025446688,0,0,0,0,0,0,0,0,0,0,0,0,0,1105108,0,0,0
108.344094,0,0,0,0,0,0,0,0,,None,109.35137046688,0,0,0,0,0,0,0,0,0,0,0,1038387.6,0,0,0,0,0
108.347725,0,0,0,0,0,0,0,0,,None,109.35500146688,0,0,0,1038541.3,0,0,0,0,0,0,0,0,0,0,0,0,0
108.376633,0,0,0,0,0,0,0,0,,None,109.38390946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051476.1
108.408268,0,0,0,0,0,0,0,0,,None,109.41554446688,0,0,0,0,0,1077879.8,0,0,0,0,0,0,0,0,0,0,0
108.413677,0,0,0,0,0,0,0,0,,None,109.42095346688,0,0,0,0,0,0,0,0,0,0,1029396.1,0,0,0,0,0,0
108.425703,0,0,0,0,0,0,0,0,,None,109.43297946688,0,0,0,0,0,0,1036726.4,0,0,0,0,0,0,0,0,0,0
108.497214,0,0,0,0,0,0,0,0,,None,109.50449046688,0,0,0,1035958.6,0,0,0,0,0,0,0,0,0,0,0,0,0
108.505769,0,0,0,0,0,0,0,0,,None,109.51304546688,0,0,0,0,0,0,0,0,0,0,0,0,1034284.4,0,0,0,0
108.510298,0,0,0,0,0,0,0,0,,None,109.51757446688,0,0,1071971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.543771,0,0,0,0,0,0,0,0,,None,109.55104746688,0,0,0,0,0,0,0,1051553.6,0,0,0,0,0,0,0,0,0
108.543854,0,0,0,0,0,0,0,0,,None,109.55113046688,0,0,0,0,0,0,0,0,1077833,0,0,0,0,0,0,0,0
108.640706,0,0,0,0,0,0,0,0,,None,109.64798246688,0,0,0,0,0,1124190.3,0,0,0,0,0,0,0,0,0,0,0
108.648749,0,0,0,0,0,0,0,0,,None,109.65602546688,0,0,0,0,0,0,0,0,0,0,0,1050875.1,0,0,0,0,0
108.761366,0,0,0,0,0,0,0,0,,None,109.76864246688,0,0,0,0,1028691.4,0,0,0,0,0,0,0,0,0,0,0,0
108.774785,0,0,0,0,0,0,0,0,,None,109.78206146688,0,0,0,0,0,0,0,0,0,1083065.1,0,0,0,0,0,0,0
108.791143,0,0,0,0,0,0,0,0,,None,109.79841946688,0,0,0,0,0,1043055.6,0,0,0,0,0,0,0,0,0,0,0
108.856255,0,0,0,0,0,0,0,0,,None,109.86353146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103721.3,0,0
108.856555,0,0,0,0,0,0,0,0,,None,109.86383146688,0,0,0,0,0,0,0,0,0,0,1055841.5,0,0,0,0,0,0
108.87735,0,0,0,0,0,0,0,0,,None,109.88462646688,0,0,0,0,0,0,0,0,0,0,0,1156216.1,0,0,0,0,0
108.88993,0,0,0,0,0,0,0,0,,None,109.89720646688,0,0,0,0,0,0,0,1124530.4,0,0,0,0,0,0,0,0,0
108.90527,0,0,0,0,0,0,0,0,,None,109.91254646688,0,0,0,0,0,0,0,0,0,0,0,1031434.5,0,0,0,0,0
108.920378,0,0,0,0,0,0,0,0,,None,109.92765446688,0,0,1034235.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.945846,0,0,0,0,0,0,0,0,,None,109.95312246688,0,0,0,0,0,1107680.8,0,0,0,0,0,0,0,0,0,0,0
108.96011,0,0,0,0,0,0,0,0,,None,109.96738646688,0,0,0,0,0,0,0,0,1100760.5,0,0,0,0,0,0,0,0
108.964068,0,0,0,0,0,0,0,0,,None,109.97134446688,0,0,0,0,0,0,0,0,0,0,0,1053019.3,0,0,0,0,0
109.027345,0,0,0,0,0,0,0,0,,None,110.03462146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048330.2,0
109.098448,0,0,0,0,0,0,0,0,,None,110.10572446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077752.4,0
109.101074,0,0,0,0,0,0,0,0,,None,110.10835046688,0,0,0,0,0,0,0,0,1106056.4,0,0,0,0,0,0,0,0
109.105326,0,0,0,0,0,0,0,0,,None,110.11260246688,0,0,0,0,0,0,0,1038454.5,0,0,0,0,0,0,0,0,0
109.114637,0,0,0,0,0,0,0,0,,None,110.12191346688,0,0,0,0,0,0,0,0,0,0,1083214.3,0,0,0,0,0,0
109.188099,0,0,0,0,0,0,0,0,,None,110.19537546688,0,0,0,0,1060918,0,0,0,0,0,0,0,0,0,0,0,0
109.20716,0,0,0,0,0,0,0,0,,None,110.21443646688,0,0,0,1128656.5,0,0,0,0,0,0,0,0,0,0,0,0,0
109.239713,0,0,0,0,0,0,0,0,,None,110.24698946688,0,0,0,0,0,1043706,0,0,0,0,0,0,0,0,0,0,0
109.255037,0,0,0,0,0,0,0,0,,None,110.26231346688,0,0,0,0,0,0,0,0,0,0,0,0,0,1027510.7,0,0,0
109.259994,0,0,0,0,0,0,0,0,,None,110.26727046688,0,0,0,0,0,0,0,1040796.1,0,0,0,0,0,0,0,0,0
109.289881,0,0,0,0,0,0,0,0,,None,110.29715746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026769.6,0,0
109.383264,0,0,0,0,0,0,0,0,,None,110.39054046688,0,0,0,0,0,0,1069021.3,0,0,0,0,0,0,0,0,0,0
109.448564,0,0,0,0,0,0,0,0,,None,110.45584046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042121,0,0
109.586892,0,0,0,0,0,0,0,0,,None,110.59416846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032381.6,0,0
109.634393,0,0,0,0,0,0,0,0,,None,110.64166946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060678.5,0
109.638796,0,0,0,0,0,0,0,0,,None,110.64607246688,0,0,1051988.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.671713,0,0,0,0,0,0,0,0,,None,110.67898946688,0,0,0,0,0,0,0,1041836,0,0,0,0,0,0,0,0,0
109.692882,0,0,0,0,0,0,0,0,,None,110.70015846688,0,0,0,0,0,0,1195470.6,0,0,0,0,0,0,0,0,0,0
109.759116,0,0,0,0,0,0,0,0,,None,110.76639246688,0,0,0,0,0,0,0,0,0,0,0,0,0,1189254.4,0,0,0
109.771061,0,0,0,0,0,0,0,0,,None,110.77833746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140316,0,0
109.804387,0,0,0,0,0,0,0,0,,None,110.81166346688,0,0,0,0,0,0,0,0,1032868.4,0,0,0,0,0,0,0,0
109.853728,0,0,0,0,0,0,0,0,,None,110.86100446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039877.4,0
109.880903,0,0,0,0,0,0,0,0,,None,110.88817946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086630.3,0,0
109.884704,0,0,0,0,0,0,0,0,,None,110.89198046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033247.9,0
109.930595,0,0,0,0,0,0,0,0,,None,110.93787146688,0,0,1056603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.97957,0,0,0,0,0,0,0,0,,None,110.98684646688,0,0,0,0,0,0,0,0,0,0,0,0,0,1155045.3,0,0,0
109.987991,0,0,0,0,0,0,0,0,,None,110.99526746688,0,0,0,0,1063717.5,0,0,0,0,0,0,0,0,0,0,0,0
110.004983,0,0,0,0,0,0,0,0,,None,111.01225946688,0,0,0,0,0,0,0,0,0,0,0,1175390.1,0,0,0,0,0
110.025264,0,0,0,0,0,0,0,0,,None,111.03254046688,0,0,0,0,0,0,0,0,0,0,0,0,1109878.8,0,0,0,0
110.049764,0,0,0,0,0,0,0,0,,None,111.05704046688,0,0,0,0,0,1046453.4,0,0,0,0,0,0,0,0,0,0,0
110.066809,0,0,0,0,0,0,0,0,,None,111.07408546688,0,0,0,0,0,0,0,0,0,0,0,0,1042300.7,0,0,0,0
110.068616,0,0,0,0,0,0,0,0,,None,111.07589246688,0,0,0,1064223.8,0,0,0,0,0,0,0,0,0,0,0,0,0
110.105183,0,0,0,0,0,0,0,0,,None,111.11245946688,0,0,0,0,0,0,0,0,0,0,0,0,1183802.8,0,0,0,0
110.108474,0,0,0,0,0,0,0,0,,None,111.11575046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167751.8
110.112575,0,0,0,0,0,0,0,0,,None,111.11985146688,0,0,0,0,0,0,0,0,0,0,1039577.4,0,0,0,0,0,0
110.119721,0,0,0,0,0,0,0,0,,None,111.12699746688,0,0,0,0,0,0,0,0,1122655.1,0,0,0,0,0,0,0,0
110.124715,0,0,0,0,0,0,0,0,,None,111.13199146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137356.9
110.215963,0,0,0,0,0,0,0,0,,None,111.22323946688,0,0,0,0,0,0,0,0,0,0,0,0,1071369.1,0,0,0,0
110.253681,0,0,0,0,0,0,0,0,,None,111.26095746688,0,0,0,0,0,0,0,0,0,0,0,0,0,1084471.5,0,0,0
110.263027,0,0,0,0,0,0,0,0,,None,111.27030346688,0,0,0,0,0,0,1348141,0,0,0,0,0,0,0,0,0,0
110.284744,0,0,0,0,0,0,0,0,,None,111.29202046688,0,0,0,0,0,0,0,0,0,0,1061766,0,0,0,0,0,0
110.308829,0,0,0,0,0,0,0,0,,None,111.31610546688,0,0,0,0,0,0,0,1040243.1,0,0,0,0,0,0,0,0,0
110.374036,0,0,0,0,0,0,0,0,,None,111.38131246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167357.1,0,0
110.388947,0,0,0,0,0,0,0,0,,None,111.39622346688,0,0,0,0,0,0,0,1027439.1,0,0,0,0,0,0,0,0,0
110.39598,0,0,0,0,0,0,0,0,,None,111.40325646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062650.8,0
110.446164,0,0,0,0,0,0,0,0,,None,111.45344046688,0,0,0,0,0,0,0,1048420.3,0,0,0,0,0,0,0,0,0
110.455675,0,0,0,0,0,0,0,0,,None,111.46295146688,0,0,0,0,0,1066060.1,0,0,0,0,0,0,0,0,0,0,0
110.464353,0,0,0,0,0,0,0,0,,None,111.47162946688,0,0,0,0,0,0,0,1047131.4,0,0,0,0,0,0,0,0,0
110.468776,0,0,0,0,0,0,0,0,,None,111.47605246688,0,0,0,0,0,0,0,0,0,0,0,1040054.1,0,0,0,0,0
110.522624,0,0,0,0,0,0,0,0,,None,111.52990046688,0,0,0,0,1224760.5,0,0,0,0,0,0,0,0,0,0,0,0
110.561475,0,0,0,0,0,0,0,0,,None,111.56875146688,0,0,0,0,0,0,0,0,0,0,0,1084785.4,0,0,0,0,0
110.572386,0,0,0,0,0,0,0,0,,None,111.57966246688,0,0,0,0,0,0,0,1025294.1,0,0,0,0,0,0,0,0,0
110.578776,0,0,0,0,0,0,0,0,,None,111.58605246688,0,0,1080189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.617155,0,0,0,0,0,0,0,0,,None,111.62443146688,0,0,0,0,0,0,0,0,0,0,0,1075062.6,0,0,0,0,0
110.638322,0,0,0,0,0,0,0,0,,None,111.64559846688,0,0,0,0,0,0,0,0,0,0,1051829.1,0,0,0,0,0,0
110.677771,0,0,0,0,0,0,0,0,,None,111.68504746688,0,0,0,0,0,0,0,0,0,0,0,0,1048526.4,0,0,0,0
110.748053,0,0,0,0,0,0,0,0,,None,111.75532946688,0,0,1187052.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.756343,0,0,0,0,0,0,0,0,,None,111.76361946688,0,0,0,0,0,0,0,0,1103485.8,0,0,0,0,0,0,0,0
110.760212,0,0,0,0,0,0,0,0,,None,111.76748846688,0,0,0,0,0,0,0,0,0,0,0,0,0,1068423.1,0,0,0
110.819751,0,0,0,0,0,0,0,0,,None,111.82702746688,0,0,0,0,1027710.1,0,0,0,0,0,0,0,0,0,0,0,0
110.870355,0,0,0,0,0,0,0,0,,None,111.87763146688,0,0,1131974.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.873021,0,0,0,0,0,0,0,0,,None,111.88029746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056333.8
110.879256,0,0,0,0,0,0,0,0,,None,111.88653246688,0,0,0,0,0,0,0,0,1091877.5,0,0,0,0,0,0,0,0
110.888387,0,0,0,0,0,0,0,0,,None,111.89566346688,0,0,0,0,0,0,1036642.2,0,0,0,0,0,0,0,0,0,0
110.891828,0,0,0,0,0,0,0,0,,None,111.89910446688,0,0,1077141.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.954579,0,0,0,0,0,0,0,0,,None,111.96185546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050225,0,0
111.016448,0,0,0,0,0,0,0,0,,None,112.02372446688,0,0,0,0,0,0,0,0,0,0,1033833.8,0,0,0,0,0,0
111.02496,0,0,0,0,0,0,0,0,,None,112.03223646688,0,0,0,0,0,0,0,0,1095156.3,0,0,0,0,0,0,0,0
111.07861,0,0,0,0,0,0,0,0,,None,112.08588646688,0,0,0,0,0,0,0,0,1046477.6,0,0,0,0,0,0,0,0
111.098532,0,0,0,0,0,0,0,0,,None,112.10580846688,0,0,0,0,0,0,1049476.3,0,0,0,0,0,0,0,0,0,0
111.137236,0,0,0,0,0,0,0,0,,None,112.14451246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048089.3
111.177287,0,0,0,0,0,0,0,0,,None,112.18456346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085214.6,0,0
111.186036,0,0,0,0,0,0,0,0,,None,112.19331246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132566.3,0,0
111.402792,0,0,0,0,0,0,0,0,,None,112.41006846688,0,0,0,1062054.1,0,0,0,0,0,0,0,0,0,0,0,0,0
111.408065,0,0,0,0,0,0,0,0,,None,112.41534146688,0,0,0,0,0,0,0,0,0,0,1105782.6,0,0,0,0,0,0
111.451048,0,0,0,0,0,0,0,0,,None,112.45832446688,0,0,0,0,0,0,0,0,0,0,1044012.6,0,0,0,0,0,0
111.45214,0,0,0,0,0,0,0,0,,None,112.45941646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096510.6,0
111.456308,0,0,0,0,0,0,0,0,,None,112.46358446688,0,0,0,0,0,0,0,1111852.8,0,0,0,0,0,0,0,0,0
111.46236,0,0,0,0,0,0,0,0,,None,112.46963646688,0,0,0,0,0,0,0,0,0,0,1060920,0,0,0,0,0,0
111.479248,0,0,0,0,0,0,0,0,,None,112.48652446688,0,0,0,0,0,0,0,0,0,0,0,0,0,1058146.8,0,0,0
111.497645,0,0,0,0,0,0,0,0,,None,112.50492146688,0,0,1029476.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.501179,0,0,0,0,0,0,0,0,,None,112.50845546688,0,0,0,0,0,1030013.3,0,0,0,0,0,0,0,0,0,0,0
111.507054,0,0,0,0,0,0,0,0,,None,112.51433046688,0,0,0,1029521.4,0,0,0,0,0,0,0,0,0,0,0,0,0
111.538463,0,0,0,0,0,0,0,0,,None,112.54573946688,0,0,0,1149152,0,0,0,0,0,0,0,0,0,0,0,0,0
111.544508,0,0,0,0,0,0,0,0,,None,112.55178446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064742.3,0,0
111.575713,0,0,0,0,0,0,0,0,,None,112.58298946688,0,0,0,0,0,0,0,0,0,0,0,0,0,1027210.6,0,0,0
111.589056,0,0,0,0,0,0,0,0,,None,112.59633246688,0,0,0,0,0,0,0,0,0,0,1031970.1,0,0,0,0,0,0
111.59145,0,0,0,0,0,0,0,0,,None,112.59872646688,0,0,0,0,0,0,0,0,0,1024486.3,0,0,0,0,0,0,0
111.611461,0,0,0,0,0,0,0,0,,None,112.61873746688,0,0,0,0,0,0,0,0,0,1079725.4,0,0,0,0,0,0,0
111.616675,0,0,0,0,0,0,0,0,,None,112.62395146688,0,0,0,0,0,0,0,0,0,1348997.3,0,0,0,0,0,0,0
111.618036,0,0,0,0,0,0,0,0,,None,112.62531246688,0,0,0,0,0,0,0,0,0,1100269.1,0,0,0,0,0,0,0
111.619945,0,0,0,0,0,0,0,0,,None,112.62722146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049855,0,0
111.627781,0,0,0,0,0,0,0,0,,None,112.63505746688,0,0,1040122.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.633056,0,0,0,0,0,0,0,0,,None,112.64033246688,0,0,0,0,0,0,0,0,0,1060256.5,0,0,0,0,0,0,0
111.640232,0,0,0,0,0,0,0,0,,None,112.64750846688,0,0,0,0,0,0,0,0,0,1074656.1,0,0,0,0,0,0,0
111.643891,0,0,0,0,0,0,0,0,,None,112.65116746688,0,0,0,0,0,0,0,0,0,1040440,0,0,0,0,0,0,0
111.66078,0,0,0,0,0,0,0,0,,None,112.66805646688,0,0,0,0,0,0,0,0,0,1029887.3,0,0,0,0,0,0,0
111.671645,0,0,0,0,0,0,0,0,,None,112.67892146688,0,0,0,0,0,0,0,0,0,1148170.9,0,0,0,0,0,0,0
111.671944,0,0,0,0,0,0,0,0,,None,112.67922046688,0,0,0,0,0,0,0,0,0,0,0,0,0,1230890.6,0,0,0
111.677242,0,0,0,0,0,0,0,0,,None,112.68451846688,0,0,0,0,0,0,0,0,0,1134670.6,0,0,0,0,0,0,0
111.678276,0,0,0,0,0,0,0,0,,None,112.68555246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104848.5,0,0
