Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,HE_08_H2O,HE_09_H2O,HE_10_H2O,HE_11_H2O,HE_12_H2O,HE_13_H2O,HE_14_H2O,HE_15_H2O,HE_01_H2O,HE_02_H2O,HE_03_H2O,HE_04_H2O,HE_05_H2O,HE_06_H2O,HE_07_H2O
107.585017,0,0,0,0,0,0,0,0,,None,108.59229346688,0,0,0,1035481.6,0,0,0,0,0,0,0,0,0,0,0,0,0
107.590105,0,0,0,0,0,0,0,0,,None,108.59738146688,0,0,0,0,0,0,0,0,0,0,1163251.9,0,0,0,0,0,0
107.650384,0,0,0,0,0,0,0,0,,None,108.65766046688,0,0,0,0,0,0,0,0,0,1107105.8,0,0,0,0,0,0,0
107.65312,0,0,0,0,0,0,0,0,,None,108.66039646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169131.6,0,0
107.676881,0,0,0,0,0,0,0,0,,None,108.68415746688,0,0,0,0,0,0,0,0,0,0,0,0,1027165.5,0,0,0,0
107.693472,0,0,0,0,0,0,0,0,,None,108.70074846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072057.5,0
107.720053,0,0,0,0,0,0,0,0,,None,108.72732946688,0,0,0,0,0,0,0,0,1030675.1,0,0,0,0,0,0,0,0
107.733283,0,0,0,0,0,0,0,0,,None,108.74055946688,0,0,0,0,0,1069326.9,0,0,0,0,0,0,0,0,0,0,0
107.778886,0,0,0,0,0,0,0,0,,None,108.78616246688,0,0,0,0,0,0,0,0,0,0,0,0,0,1091595.1,0,0,0
107.783717,0,0,0,0,0,0,0,0,,None,108.79099346688,0,0,0,0,0,0,0,0,1053649.3,0,0,0,0,0,0,0,0
107.804523,0,0,0,0,0,0,0,0,,None,108.81179946688,0,0,0,0,0,0,0,0,0,0,0,1105016.6,0,0,0,0,0
107.815172,0,0,0,0,0,0,0,0,,None,108.82244846688,0,0,0,0,0,0,0,0,0,0,0,0,1075832,0,0,0,0
107.8738,0,0,0,0,0,0,0,0,,None,108.88107646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081218.5,0
107.935831,0,0,0,0,0,0,0,0,,None,108.94310746688,0,0,0,0,0,0,1025991.1,0,0,0,0,0,0,0,0,0,0
107.94358,0,0,0,0,0,0,0,0,,None,108.95085646688,0,0,0,0,0,0,0,0,0,0,0,0,1045415.1,0,0,0,0
108.066211,0,0,0,0,0,0,0,0,,None,109.07348746688,0,0,0,0,0,1027594.7,0,0,0,0,0,0,0,0,0,0,0
108.142771,0,0,0,0,0,0,0,0,,None,109.15004746688,0,0,0,0,1328952.4,0,0,0,0,1357073.5,0,0,0,1495597,0,0,0
108.251317,0,0,0,0,0,0,0,0,,None,109.25859346688,0,0,0,0,0,0,1066795,0,0,0,0,0,0,0,0,0,0
108.263159,0,0,0,0,0,0,0,0,,None,109.27043546688,0,0,0,0,0,0,0,0,0,0,0,0,0,1099445.8,0,0,0
108.275651,0,0,0,0,0,0,0,0,,None,109.28292746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057042.4,0,0
108.277961,0,0,0,0,0,0,0,0,,None,109.28523746688,0,0,0,1028773.3,0,0,0,0,0,0,0,0,0,0,0,0,0
108.291093,0,0,0,0,0,0,0,0,,None,109.29836946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035531.4,0,0
108.303639,0,0,0,0,0,0,0,0,,None,109.31091546688,0,0,0,1072701.9,0,0,0,0,0,0,0,0,0,0,0,0,0
108.319832,0,0,0,0,0,0,0,0,,None,109.32710846688,0,0,0,0,0,0,0,0,1051019.6,0,0,0,0,0,0,0,0
108.389345,0,0,0,0,0,0,0,0,,None,109.39662146688,0,0,0,0,0,0,0,0,0,0,1047275.1,0,0,0,0,0,0
108.400531,0,0,0,0,0,0,0,0,,None,109.40780746688,0,0,0,0,0,0,0,0,0,0,1044132.5,0,0,0,0,0,0
108.427158,0,0,0,0,0,0,0,0,,None,109.43443446688,0,0,0,0,0,0,0,0,0,0,1110035,0,0,0,0,0,0
108.469635,0,0,0,0,0,0,0,0,,None,109.47691146688,0,0,0,0,0,0,0,0,0,0,1032486.7,0,0,0,0,0,0
108.488791,0,0,0,0,0,0,0,0,,None,109.49606746688,0,0,0,0,0,0,0,0,0,0,0,0,1108338,0,0,0,0
108.52423,0,0,0,0,0,0,0,0,,None,109.53150646688,0,0,0,0,0,0,0,0,0,0,0,2275143.3,2255164,0,0,0,0
108.532176,0,0,0,0,0,0,0,0,,None,109.53945246688,0,0,0,0,0,0,0,0,0,0,0,0,1157935.6,0,0,0,0
108.541127,0,0,0,0,0,0,0,0,,None,109.54840346688,0,0,0,0,0,1076938.3,0,0,0,0,0,0,0,0,0,0,0
108.560743,0,0,0,0,0,0,0,0,,None,109.56801946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053696.9,0
108.59359,0,0,0,0,0,0,0,0,,None,109.60086646688,0,0,0,0,0,0,0,0,0,1080628.9,0,0,0,0,0,0,0
108.599389,0,0,0,0,0,0,0,0,,None,109.60666546688,0,0,0,0,0,0,1026258.3,0,0,0,0,0,0,0,0,0,0
108.60702,0,0,0,0,0,0,0,0,,None,109.61429646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059494.1,0
108.678615,0,0,0,0,0,0,0,0,,None,109.68589146688,0,0,0,0,0,0,0,0,0,0,0,0,0,1032768.9,0,0,0
108.753149,0,0,0,0,0,0,0,0,,None,109.76042546688,0,0,0,0,0,0,0,0,0,0,1038367.1,0,0,0,0,0,0
108.753641,0,0,0,0,0,0,0,0,,None,109.76091746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029751.3
108.800163,0,0,0,0,0,0,0,0,,None,109.80743946688,0,0,0,0,0,1033651,0,0,0,0,0,0,0,0,0,0,0
108.825076,0,0,0,0,0,0,0,0,,None,109.83235246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099295.1,0
108.835181,0,0,0,0,0,0,0,0,,None,109.84245746688,0,0,1052356.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.87731,0,0,0,0,0,0,0,0,,None,109.88458646688,0,0,0,0,0,1051498.5,0,0,0,0,0,0,0,0,0,0,0
108.904229,0,0,0,0,0,0,0,0,,None,109.91150546688,0,0,0,0,0,0,0,0,0,0,0,0,0,1066051.5,0,0,0
108.984628,0,0,0,0,0,0,0,0,,None,109.99190446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052727.6,0
109.001154,0,0,0,0,0,0,0,0,,None,110.00843046688,0,0,0,0,0,0,0,0,1036738.3,0,0,0,0,0,0,0,0
109.03814,0,0,0,0,0,0,0,0,,None,110.04541646688,0,0,1127961.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.089607,0,0,0,0,0,0,0,0,,None,110.09688346688,0,0,0,0,0,0,0,0,0,0,0,1066985.9,0,0,0,0,0
109.127041,0,0,0,0,0,0,0,0,,None,110.13431746688,0,0,1118148.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.177279,0,0,0,0,0,0,0,0,,None,110.18455546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295212.4,0
109.24445,0,0,0,0,0,0,0,0,,None,110.25172646688,0,0,0,0,0,1027097.1,0,0,0,0,0,0,0,0,0,0,0
109.334686,0,0,0,0,0,0,0,0,,None,110.34196246688,0,0,1035471.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.43329,0,0,0,0,0,0,0,0,,None,110.44056646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031006.5,0,0
109.523371,0,0,0,0,0,0,0,0,,None,110.53064746688,0,0,0,0,0,0,0,0,0,0,0,1056418.9,0,0,0,0,0
109.53765,0,0,0,0,0,0,0,0,,None,110.54492646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089752.3
109.564103,0,0,0,0,0,0,0,0,,None,110.57137946688,0,0,1031745.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.655205,0,0,0,0,0,0,0,0,,None,110.66248146688,0,0,1027557.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.666696,0,0,0,0,0,0,0,0,,None,110.67397246688,0,0,0,0,0,0,0,0,0,1204281,0,0,0,0,0,0,0
109.687784,0,0,0,0,0,0,0,0,,None,110.69506046688,0,0,1057127.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.741049,0,0,0,0,0,0,0,0,,None,110.74832546688,0,0,0,0,0,0,0,0,0,0,0,0,1044541.4,0,0,0,0
109.780251,0,0,0,0,0,0,0,0,,None,110.78752746688,0,0,1031758.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.781288,0,0,0,0,0,0,0,0,,None,110.78856446688,0,0,0,0,0,0,0,0,1055918.8,0,0,0,0,0,0,0,0
109.784789,0,0,0,0,0,0,0,0,,None,110.79206546688,0,0,0,0,0,0,0,0,0,0,0,1052578.1,0,0,0,0,0
109.804749,0,0,0,0,0,0,0,0,,None,110.81202546688,0,0,0,0,0,0,0,0,0,0,0,0,0,1050939.8,0,0,0
109.84474,0,0,0,0,0,0,0,0,,None,110.85201646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042630.8,0,0
109.87849,0,0,0,0,0,0,0,0,,None,110.88576646688,0,0,0,0,0,0,0,1032577.8,0,0,0,0,0,0,0,0,0
109.902188,0,0,0,0,0,0,0,0,,None,110.90946446688,0,0,0,1051467,0,0,0,0,0,0,0,0,0,0,0,0,0
109.924667,0,0,0,0,0,0,0,0,,None,110.93194346688,0,0,0,0,0,1037858.8,0,0,0,0,0,0,0,0,0,0,0
109.964521,0,0,0,0,0,0,0,0,,None,110.97179746688,0,0,0,0,0,0,0,0,0,0,0,1036712.1,0,0,0,0,0
110.027506,0,0,0,0,0,0,0,0,,None,111.03478246688,0,0,0,0,0,0,0,1175831,0,0,0,0,0,0,0,0,0
110.032404,0,0,0,0,0,0,0,0,,None,111.03968046688,0,0,0,0,0,0,0,0,0,1063357.8,0,0,0,0,0,0,0
110.072996,0,0,0,0,0,0,0,0,,None,111.08027246688,0,0,0,0,0,0,0,0,0,1028107.7,0,0,0,0,0,0,0
110.08098,0,0,0,0,0,0,0,0,,None,111.08825646688,0,0,0,1130890.1,0,0,0,0,0,0,0,0,0,0,0,0,0
110.086846,0,0,0,0,0,0,0,0,,None,111.09412246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044680.8,0
110.126761,0,0,0,0,0,0,0,0,,None,111.13403746688,0,0,0,1076971.8,0,0,0,0,0,0,0,0,0,0,0,0,0
110.143354,0,0,0,0,0,0,0,0,,None,111.15063046688,0,0,0,0,0,0,0,0,0,1079056,0,0,0,0,0,0,0
110.170473,0,0,0,0,0,0,0,0,,None,111.17774946688,0,0,0,0,0,0,0,0,0,0,0,0,0,1208843.6,0,0,0
110.220479,0,0,0,0,0,0,0,0,,None,111.22775546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063620.5
110.254757,0,0,0,0,0,0,0,0,,None,111.26203346688,0,0,0,0,0,0,1047754.1,0,0,0,0,0,0,0,0,0,0
110.261834,0,0,0,0,0,0,0,0,,None,111.26911046688,0,0,0,1093589.1,0,0,0,0,0,0,0,0,0,0,0,0,0
110.263122,0,0,0,0,0,0,0,0,,None,111.27039846688,0,0,0,0,0,0,0,0,1037052.9,0,0,0,0,0,0,0,0
110.263207,0,0,0,0,0,0,0,0,,None,111.27048346688,0,0,0,0,0,0,0,0,0,0,0,0,0,1367386.6,0,0,0
110.292007,0,0,0,0,0,0,0,0,,None,111.29928346688,0,0,0,0,0,0,0,0,0,1038072.4,0,0,0,0,0,0,0
110.332217,0,0,0,0,0,0,0,0,,None,111.33949346688,0,0,0,1058469.6,0,0,0,0,0,0,0,0,0,0,0,0,0
110.338414,0,0,0,0,0,0,0,0,,None,111.34569046688,0,0,0,0,0,0,1037377.8,0,0,0,0,0,0,0,0,0,0
110.340684,0,0,0,0,0,0,0,0,,None,111.34796046688,0,0,0,0,0,0,0,0,0,0,1038190.1,0,0,0,0,0,0
110.348526,0,0,0,0,0,0,0,0,,None,111.35580246688,0,0,0,0,0,0,0,0,0,0,1116877.6,0,0,0,0,0,0
110.354334,0,0,0,0,0,0,0,0,,None,111.36161046688,0,0,0,0,1104991.6,0,0,0,0,0,0,0,0,0,0,0,0
110.362493,0,0,0,0,0,0,0,0,,None,111.36976946688,0,0,0,0,0,0,0,0,0,0,0,0,1069593.1,0,0,0,0
110.37513,0,0,0,0,0,0,0,0,,None,111.38240646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148803.8,0,0
110.382114,0,0,0,0,0,0,0,0,,None,111.38939046688,0,0,0,0,0,0,0,0,0,0,0,0,0,1044964.2,0,0,0
110.384368,0,0,0,0,0,0,0,0,,None,111.39164446688,0,0,1247188.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.397191,0,0,0,0,0,0,0,0,,None,111.40446746688,0,0,0,1059210.5,0,0,0,0,0,0,0,0,0,0,0,0,0
110.510408,0,0,0,0,0,0,0,0,,None,111.51768446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033757.9,0
110.550405,0,0,0,0,0,0,0,0,,None,111.55768146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068967,0,0
110.553809,0,0,0,0,0,0,0,0,,None,111.56108546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036329.7
110.582163,0,0,0,0,0,0,0,0,,None,111.58943946688,0,0,0,0,0,1155403.5,0,0,0,0,0,0,0,0,0,0,0
110.621086,0,0,0,0,0,0,0,0,,None,111.62836246688,0,0,0,0,0,0,0,0,0,0,1100236.4,0,0,0,0,0,0
110.625016,0,0,0,0,0,0,0,0,,None,111.63229246688,0,0,0,0,0,0,0,0,0,0,0,1026980.8,0,0,0,0,0
110.634409,0,0,0,0,0,0,0,0,,None,111.64168546688,0,0,0,0,0,0,0,1031223.8,0,0,0,0,0,0,0,0,0
110.668205,0,0,0,0,0,0,0,0,,None,111.67548146688,0,0,0,0,0,0,0,0,1085152.1,0,0,0,0,0,0,0,0
110.688603,0,0,0,0,0,0,0,0,,None,111.69587946688,0,0,0,0,0,0,0,0,1232371,0,0,0,0,0,0,0,0
110.699699,0,0,0,0,0,0,0,0,,None,111.70697546688,0,0,0,0,0,0,0,0,0,0,0,0,0,1035072.5,0,0,0
110.724706,0,0,0,0,0,0,0,0,,None,111.73198246688,0,0,0,0,0,0,0,0,0,0,0,0,1063318.4,0,0,0,0
110.75943,0,0,0,0,0,0,0,0,,None,111.76670646688,0,0,0,0,0,0,0,0,1054891.5,0,0,0,0,0,0,0,0
110.811915,0,0,0,0,0,0,0,0,,None,111.81919146688,0,0,0,0,0,0,0,0,0,0,0,0,1115702.4,0,0,0,0
110.842054,0,0,0,0,0,0,0,0,,None,111.84933046688,0,0,0,1170457.4,0,0,0,0,0,0,0,0,0,0,0,0,0
110.856695,0,0,0,0,0,0,0,0,,None,111.86397146688,0,0,0,0,0,0,0,0,0,0,0,0,1081028.4,0,0,0,0
110.864519,0,0,0,0,0,0,0,0,,None,111.87179546688,0,0,0,1153520.4,0,0,0,0,0,0,0,0,0,0,0,0,0
110.887099,0,0,0,0,0,0,0,0,,None,111.89437546688,0,0,0,0,1028034.1,0,0,0,0,0,0,0,0,0,0,0,0
110.893239,0,0,0,0,0,0,0,0,,None,111.90051546688,0,0,0,0,0,0,0,0,0,0,1055267.5,0,0,0,0,0,0
110.934289,0,0,0,0,0,0,0,0,,None,111.94156546688,0,0,0,0,1045760.9,0,0,0,0,0,0,0,0,0,0,0,0
110.985194,0,0,0,0,0,0,0,0,,None,111.99247046688,0,0,0,0,0,1174107,0,0,0,0,0,0,0,0,0,0,0
111.001237,0,0,0,0,0,0,0,0,,None,112.00851346688,0,0,0,0,0,0,0,1099181.9,0,0,0,0,0,0,0,0,0
111.039766,0,0,0,0,0,0,0,0,,None,112.04704246688,0,0,0,0,0,0,0,1115968.1,0,0,0,0,0,0,0,0,0
111.040728,0,0,0,0,0,0,0,0,,None,112.04800446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126568.3
111.068167,0,0,0,0,0,0,0,0,,None,112.07544346688,0,0,0,0,0,0,0,0,0,1031582.6,0,0,0,0,0,0,0
111.072558,0,0,0,0,0,0,0,0,,None,112.07983446688,0,0,0,1108894.9,0,0,0,0,0,0,0,0,0,0,0,0,0
111.074604,0,0,0,0,0,0,0,0,,None,112.08188046688,0,0,0,0,0,0,0,1124306.4,0,0,0,0,0,0,0,0,0
111.075639,0,0,0,0,0,0,0,0,,None,112.08291546688,0,0,0,0,0,0,0,0,0,0,0,0,1037426.6,0,0,0,0
111.098379,0,0,0,0,0,0,0,0,,None,112.10565546688,0,0,0,0,0,1041805.4,0,0,0,0,0,0,0,0,0,0,0
111.111531,0,0,0,0,0,0,0,0,,None,112.11880746688,0,0,0,0,0,1038144.8,0,0,0,0,0,0,0,0,0,0,0
111.143965,0,0,0,0,0,0,0,0,,None,112.15124146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052517.5,0
111.145162,0,0,0,0,0,0,0,0,,None,112.15243846688,0,0,1130324.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.148552,0,0,0,0,0,0,0,0,,None,112.15582846688,0,0,0,0,0,0,0,0,1132850.5,0,0,0,0,0,0,0,0
111.234786,0,0,0,0,0,0,0,0,,None,112.24206246688,0,0,0,0,0,0,0,0,0,0,1054963.9,0,0,0,0,0,0
111.268466,0,0,0,0,0,0,0,0,,None,112.27574246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027501.7
111.285547,0,0,0,0,0,0,0,0,,None,112.29282346688,0,0,0,0,0,0,0,1115404.5,0,0,0,0,0,0,0,0,0
111.299947,0,0,0,0,0,0,0,0,,None,112.30722346688,0,0,1029890,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.308888,0,0,0,0,0,0,0,0,,None,112.31616446688,0,0,0,0,1164531,0,0,0,0,0,0,0,0,0,0,0,0
111.326238,0,0,0,0,0,0,0,0,,None,112.33351446688,0,0,0,0,0,0,0,0,0,0,0,0,0,1057788.3,0,0,0
111.334938,0,0,0,0,0,0,0,0,,None,112.34221446688,0,0,0,0,0,0,0,0,1058023.8,0,0,0,0,0,0,0,0
111.342759,0,0,0,0,0,0,0,0,,None,112.35003546688,0,0,0,1052526.9,0,0,0,0,0,0,0,0,0,0,0,0,0
111.366649,0,0,0,0,0,0,0,0,,None,112.37392546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118976.8,0,0
111.379694,0,0,0,0,0,0,0,0,,None,112.38697046688,0,0,0,1029501.2,0,0,0,0,0,0,0,0,0,0,0,0,0
111.39783,0,0,0,0,0,0,0,0,,None,112.40510646688,0,0,0,0,0,1093795,0,0,0,0,0,0,0,0,0,0,0
111.400303,0,0,0,0,0,0,0,0,,None,112.40757946688,0,0,0,0,0,0,0,0,0,0,0,1138338.1,0,0,0,0,0
111.403469,0,0,0,0,0,0,0,0,,None,112.41074546688,0,0,0,0,0,0,0,1050359.1,0,0,0,0,0,0,0,0,0
111.455692,0,0,0,0,0,0,0,0,,None,112.46296846688,0,0,0,0,0,0,0,0,1027638.1,0,0,0,0,0,0,0,0
111.484986,0,0,0,0,0,0,0,0,,None,112.49226246688,0,0,0,0,1032431.4,0,0,0,0,0,0,0,0,0,0,0,0
111.503681,0,0,0,0,0,0,0,0,,None,112.51095746688,0,0,0,0,0,0,0,0,1078263.9,0,0,0,0,0,0,0,0
111.50504,0,0,0,0,0,0,0,0,,None,112.51231646688,0,0,0,0,0,0,0,0,0,0,0,1052965.3,0,0,0,0,0
111.526174,0,0,0,0,0,0,0,0,,None,112.53345046688,0,0,0,0,0,0,0,0,1039874.9,0,0,0,0,0,0,0,0
111.527526,0,0,0,0,0,0,0,0,,None,112.53480246688,0,0,0,0,0,0,1030689.4,0,0,0,0,0,0,0,0,0,0
111.532371,0,0,0,0,0,0,0,0,,None,112.53964746688,0,0,0,0,0,0,0,0,1074166.6,0,0,0,0,0,0,0,0
111.534024,0,0,0,0,0,0,0,0,,None,112.54130046688,0,0,0,0,0,0,0,0,1064850.5,0,0,0,0,0,0,0,0
111.536214,0,0,0,0,0,0,0,0,,None,112.54349046688,0,0,0,0,1037533.2,0,0,0,0,0,0,0,0,0,0,0,0
111.539588,0,0,0,0,0,0,0,0,,None,112.54686446688,0,0,0,0,0,0,0,0,0,0,0,1240387.6,0,0,0,0,0
